input1,input2,output1,output2
0.005812268427807243,0.5403890426526758,0.3231946968034332,0.5925599105610853
0.005812268427807243,0.5403890426526758,0.31468957320334284,0.5987196195018233
0.0056770993946023696,0.5405377794089657,0.30618444960325253,0.5925599105610853
0.0056770993946023696,0.5408352529215456,0.29767932600316216,0.5987196195018233
0.005541930361397607,0.5412814631904148,0.28917420240307184,0.5925599105610853
0.005541930361397607,0.5418764102155741,0.2806690788029815,0.5987196195018233
0.005406761328192733,0.5426200939970233,0.2721639552028911,0.5925599105610853
0.005406761328192733,0.5435125145347622,0.2636588316028008,0.5987196195018233
0.00527159229498797,0.5445536718287912,0.2551537080027104,0.5925599105610853
0.00527159229498797,0.5457435658791097,0.24664858440262005,0.5987196195018233
0.005136423261783096,0.547082196685718,0.2381434608025297,0.5925599105610853
0.005136423261783096,0.5485695642486162,0.22963833720243937,0.5987196195018233
0.0050012542285782224,0.5502056685678044,0.22113321360234903,0.5925599105610853
0.0050012542285782224,0.5519905096432824,0.21262809000225869,0.5987196195018233
0.00486608519537346,0.5539240874750501,0.20412296640216837,0.5925599105610853
0.00486608519537346,0.5560064020631076,0.19561784280207803,0.5987196195018233
0.004730916162168808,0.558237453407455,0.18711271920198766,0.5925599105610853
0.004730916162168808,0.5606172415080922,0.17860759560189737,0.5987196195018233
0.004595747128963823,0.5631457663650195,0.17010247200180703,0.5925599105610853
0.004595747128963823,0.5658230279782361,0.16159734840171666,0.5987196195018233
0.004460578095759171,0.5686490263477427,0.15309222480162632,0.5925599105610853
0.004460578095759171,0.5716237614735393,0.144587101201536,0.5987196195018233
0.004325409062554186,0.5747472333556256,0.13608197760144564,0.5925599105610853
0.004325409062554186,0.578019441994002,0.1275768540013553,0.5987196195018233
0.0041902400293493125,0.5814403873886678,0.11907173040126495,0.5925599105610853
0.0041902400293493125,0.5850100695396236,0.11056660680117456,0.5987196195018233
0.00405507099614455,0.5887284884468692,0.10206148320108421,0.5925599105610853
0.00405507099614455,0.5925956441104048,0.09355635960099384,0.5987196195018233
0.003919901962939787,0.59661153653023,0.08505123600090353,0.5925599105610853
0.003919901962939787,0.6007761657063452,0.07654611240081319,0.5987196195018233
0.003784732929734913,0.6050895316387501,0.06804098880072285,0.5925599105610853
0.003784732929734913,0.6095516343274449,0.059535865200632476,0.5987196195018233
0.0036495638965301502,0.6141624737724295,0.05103074160054211,0.5925599105610853
0.0036495638965301502,0.6189220499737039,0.04252561800045179,0.5987196195018233
0.0035143948633252764,0.6238303629312681,0.03402049440036142,0.5925599105610853
0.0035143948633252764,0.6288874126451223,0.025515370800271053,0.5987196195018233
0.0033792258301205136,0.6340931991152661,0.017010247200180684,0.5925599105610853
0.0033792258301205136,0.6394477223416999,0.00850512360009037,0.5987196195018233
0.0032440567969156398,0.6449509823244234,0.0,0.5925599105610853
0.0032440567969156398,0.6506029790634368,0.00850512360009037,0.5987196195018233
0.003108887763710877,0.6561062390461604,0.017010247200180684,0.5925599105610853
0.003108887763710877,0.661460762272594,0.025515370800271053,0.5987196195018233
0.002973718730506003,0.6666665487427379,0.03402049440036142,0.5925599105610853
0.002973718730506003,0.6717235984565921,0.04252561800045179,0.5987196195018233
0.0028385496973013513,0.6766319114141564,0.05103074160054211,0.5925599105610853
0.0028385496973013513,0.6813914876154308,0.059535865200632476,0.5987196195018233
0.0027033806640963665,0.6860023270604153,0.06804098880072285,0.5925599105610853
0.0027033806640963665,0.69046442974911,0.07654611240081319,0.5987196195018233
0.0025682116308916036,0.6947777956815151,0.08505123600090353,0.5925599105610853
0.0025682116308916036,0.6989424248576303,0.09355635960099384,0.5987196195018233
0.00243304259768673,0.7029583172774556,0.10206148320108421,0.5925599105610853
0.00243304259768673,0.7068254729409909,0.11056660680117456,0.5987196195018233
0.002297873564481967,0.7105438918482365,0.11907173040126495,0.5925599105610853
0.002297873564481967,0.7141135739991925,0.1275768540013553,0.5987196195018233
0.002162704531277093,0.7175345193938584,0.13608197760144564,0.5925599105610853
0.002162704531277093,0.7208067280322347,0.144587101201536,0.5987196195018233
0.0020275354980723304,0.7239301999143208,0.15309222480162638,0.5925599105610853
0.0020275354980723304,0.7269049350401174,0.16159734840171672,0.5987196195018233
0.0018923664648675675,0.7297309334096242,0.17010247200180706,0.5925599105610853
0.0018923664648675675,0.732408195022841,0.17860759560189743,0.5987196195018233
0.0017571974316626937,0.7349367198797682,0.18711271920198777,0.5925599105610853
0.0017571974316626937,0.7373165079804052,0.1956178428020781,0.5987196195018233
0.0016220283984578199,0.7395475593247526,0.20412296640216848,0.5925599105610853
0.0016220283984578199,0.7416298739128103,0.21262809000225885,0.5987196195018233
0.001486859365253057,0.7435634517445779,0.2211332136023492,0.5925599105610853
0.001486859365253057,0.7453482928200559,0.22963833720243954,0.5987196195018233
0.0013516903320480722,0.7469843971392439,0.2381434608025299,0.5925599105610853
0.0013516903320480722,0.7484717647021422,0.24664858440262022,0.5987196195018233
0.0012165212988434204,0.7498103955087507,0.2551537080027106,0.5925599105610853
0.0012165212988434204,0.7510002895590693,0.2636588316028009,0.5987196195018233
0.0010813522656385466,0.752041446853098,0.2721639552028913,0.5925599105610853
0.0010813522656385466,0.7529338673908369,0.2806690788029816,0.5987196195018233
0.0009461832324337838,0.7536775511722861,0.28917420240307196,0.5925599105610853
0.0009461832324337838,0.7542724981974455,0.2976793260031623,0.5987196195018233
0.0008110141992289099,0.7547187084663148,0.30618444960325264,0.5925599105610853
0.0008110141992289099,0.7550161819788946,0.314689573203343,0.5987196195018233
0.0006758451660241471,0.7551649187351843,0.3231946968034333,0.5925599105610853
0.0006758451660241471,0.7551649187351843,0.3316998204035237,0.5987196195018233
0.0005406761328192733,0.7550161819788946,0.340204944003614,0.5925599105610853
0.0005406761328192733,0.7547187084663148,0.3487100676037044,0.5987196195018233
0.0004055070996146215,0.7542724981974455,0.35721519120379475,0.5925599105610853
0.0004055070996146215,0.7536775511722861,0.36572031480388506,0.5987196195018233
0.00027033806640974767,0.7529338673908369,0.37422543840397543,0.5925599105610853
0.00027033806640974767,0.752041446853098,0.38273056200406574,0.5987196195018233
0.00013516903320487383,0.7510002895590693,0.3912356856041561,0.5925599105610853
0.00013516903320487383,0.7498103955087507,0.3997408092042465,0.5987196195018233
0.0,0.7484717647021422,0.3952153274605582,0.5727629876291764
0.00043442489878731116,0.7472122750705306,0.39068984571687,0.5591257736380055
0.0011681056631566156,0.7460319266139159,0.38616436397318177,0.5454885596468346
0.0022010422931086904,0.7449307193322983,0.38163888222949355,0.5318513456556638
0.0035332347886425364,0.7439086532256776,0.37711340048580533,0.5182141316644929
0.00516468314975882,0.7429657282940534,0.3725879187421171,0.5045769176733221
0.007095387376457429,0.7421019445374264,0.3680624369984289,0.49093970368215123
0.009325347468738365,0.7413173019557963,0.36353695525474067,0.4773024896909803
0.01185456342660185,0.7406118005491631,0.35901147351105245,0.4636652756998095
0.014683035250047216,0.7399854403175268,0.3544859917673642,0.4500280617086386
0.01781076293907502,0.7394382212608873,0.34996051002367595,0.4363908477174678
0.021237746493684928,0.7389701433792448,0.34543502827998773,0.42275363372629693
0.024963985913877385,0.7385812066725991,0.3409095465362995,0.409116419735126
0.02898948119965228,0.7382714111409504,0.3363840647926113,0.3954792057439552
0.03331423235100894,0.7380407567842985,0.3318585830489231,0.3818419917527843
0.03793823936794816,0.7378892436026437,0.32733310130523485,0.3682047777616135
0.042861502250469585,0.7378168715959856,0.32280761956154663,0.3545675637704426
0.04808402099857345,0.7378236407643246,0.3182821378178584,0.3409303497792717
0.05360579561225942,0.7379095511076603,0.31375665607417014,0.3272931357881009
0.05942682609152772,0.7380746026259931,0.3092311743304819,0.31365592179692997
0.06554711243637834,0.7383187953193223,0.3047056925867937,0.3000187078057592
0.07196665464681118,0.7386421291876489,0.3001802108431055,0.2863814938145883
0.07868545272282651,0.7390446042309723,0.29565472909941726,0.2727442798234173
0.08570350666442383,0.7395262204492924,0.29112924735572904,0.25910706583224646
0.09302081647160348,0.7400869778426096,0.2866037656120408,0.24546985184107567
0.10063738214436563,0.7407268764109238,0.28207828386835254,0.23183263784990488
0.10855320368270993,0.7414459161542348,0.2775528021246644,0.21819542385873392
0.11676828108663673,0.7422440970725427,0.2730273203809761,0.20455820986756307
0.12528261435614546,0.7431214191658473,0.2685018386372879,0.19092099587639222
0.13409620349123663,0.744077882434149,0.26397635689359966,0.17728378188522137
0.14320904849191007,0.7451134868774475,0.25945087514991144,0.16364656789405047
0.1526211493581659,0.7462282324957431,0.2549253934062232,0.15000935390287967
0.16233250609000377,0.7474221192890353,0.250399911662535,0.1363721399117087
0.17234311868742397,0.7486951472573244,0.24587442991884678,0.12273492592053792
0.18265298715042655,0.7500473164006108,0.24134894817515856,0.10909771192936701
0.19326211147901146,0.751478626718894,0.23682346643147034,0.09546049793819616
0.20417049167317874,0.7529890782121739,0.2322979846877821,0.08182328394702543
0.21537812773292803,0.7545786708804506,0.22777250294409387,0.06818606995585452
0.22688501965825975,0.7562474047237244,0.22324702120040565,0.05454885596468351
0.23869116744917368,0.7579952797419951,0.2187215394567174,0.040911641973512713
0.25079657110567005,0.7598222959352624,0.2141960577130292,0.02727442798234181
0.26320123062774886,0.7617284533035271,0.20967057596934097,0.013637213991171016
0.27590514601540955,0.7637137518467884,0.20514509422565275,0.0
0.28890831726865257,0.7657781915650468,0.21365021782574312,0.006159708940738029
0.3017763194886908,0.7676938945270149,0.22215534142583349,0.012319417881476058
